Gun,Chip,Bib,City,State,Age,Gender
9272,8927,4145,Downingtown,PA,29,M
9259,8928,429,Austin,TX,20,M
9361,8928,2631,Austin,TX,24,F
9274,8929,4146,Austin,TX,25,M
9447,8929,5057,Austin,TX,29,F
9251,8931,5741,Rowlett,TX,44,F
9140,8931,2394,Austin,TX,47,M
9360,8932,4140,Austin,TX,44,F
9142,8932,2397,Austin,TX,45,F
9232,8932,4581,Austin,TX,35,F
9044,8932,4191,Austin,TX,38,M
9142,8933,2396,Austin,TX,16,F
9382,8936,4342,Austin,TX,59,F
9195,8936,1202,Austin,TX,60,M
9649,8936,6756,Austin,TX,41,M
9151,8937,5373,Cedar Park,TX,34,M
9383,8938,1973,Lanexa,VA,49,F
9383,8939,1972,Ithaca,NY,50,F
9389,8940,296,Buda,TX,44,F
9363,8941,129,Austin,TX,39,F
9302,8944,3987,Round Rock,TX,36,M
9303,8944,3988,Round Rock,TX,35,F
9218,8948,7154,Austin,TX,31,F
9690,8949,7353,Austin,TX,44,F
9461,8955,1476,Bertram,TX,48,M
9319,8958,4082,Austin,TX,24,F
9647,8959,6552,El Campo,TX,26,M
9427,8960,6786,Elgin,TX,39,F
9647,8960,4432,Bay City,TX,26,F
9463,8961,1237,Austin,TX,53,F
9430,8961,4534,Austin,TX,44,M
9332,8962,1107,Schertz,TX,52,M
10140,8963,1850,Austin,TX,48,F
9340,8963,7477,Austin,TX,28,F
9403,8964,3176,Fulshear,TX,44,F
9339,8964,5999,Beaumont,TX,50,F
9353,8964,5503,Knoxville,TN,53,F
9403,8964,3137,Austin,TX,36,F
9077,8965,5534,Round Rock,TX,42,F
9341,8966,1216,Beaumont,TX,52,M
9463,8967,2740,Del Valle,TX,39,F
9333,8969,1101,San Antonio,TX,37,F
9500,8973,5111,Austin,TX,49,M
9384,8974,5662,Austin,TX,39,F
9341,8974,2598,Cedar Park,TX,35,F
9359,8975,5523,Odessa,TX,48,F
9479,8976,40,Round Rock,TX,48,M
9303,8978,3765,Austin,TX,36,M
9402,8979,2570,Austin,TX,20,F
9283,8980,5985,Austin,TX,40,M
9048,8981,2859,Kerrville,TX,64,F
9176,8983,3062,Georgetown,TX,59,F
9046,8986,1598,San Antonio,TX,60,F
9255,8989,1712,Fayetteville,NC,42,F
9377,8990,7344,Lakeway,TX,30,M
9383,8992,6418,Austin,TX,58,M
9436,8993,2749,Austin,TX,52,F
9078,8994,4949,Pflugerville,TX,38,F
9270,8994,5776,Austin,TX,35,F
9429,8996,139,Austin,TX,47,M
9387,8997,1060,Lockhart,TX,46,F
9473,8997,1970,Austin,TX,59,F
9501,9001,1263,Austin,TX,40,F
9435,9002,6174,Austin,TX,47,F
9435,9002,6646,Austin,TX,45,F
9225,9004,345,Austin,TX,31,M
9494,9005,4840,Austin,TX,49,F
9716,9005,2864,San Antonio,TX,28,F
9404,9006,7385,Round Rock,TX,34,F
9511,9007,5959,Austin,TX,31,F
9493,9013,4416,Austin,TX,50,F
9192,9013,6033,Cedar Park,TX,18,F
9221,9013,5086,Austin,TX,42,F
9225,9015,4633,Austin,TX,39,F
9870,9015,4961,Houston,TX,22,F
9581,9015,149,Austin,TX,29,F
9225,9016,278,Austin,TX,35,F
9500,9017,6963,Cedar Park,TX,39,F
9146,9018,6992,Uvalde,TX,64,M
9392,9019,2879,Austin,TX,41,M
9162,9022,843,Cedar Park,TX,34,F
9399,9022,3618,Pflugerville,TX,47,F
9319,9023,4594,Austin,TX,43,F
9416,9028,6404,Huntsville,TX,27,M
9384,9031,4776,Pflugerville,TX,34,F
9256,9032,212,Midland,TX,30,M
9217,9034,5398,Belton,TX,43,F
9429,9036,2521,Austin,TX,23,F
9481,9037,5874,Austin,TX,40,F
9482,9037,7361,Austin,TX,48,F
9402,9037,4583,Austin,TX,34,F
9345,9037,5901,Pflugerville,TX,38,F
9419,9038,5185,Austin,TX,38,F
9496,9039,3092,Austin,TX,33,F
9481,9040,6763,Austin,TX,64,M
9365,9040,6638,Austin,TX,73,M
9357,9041,2903,Buda,TX,33,F
9350,9044,6415,Austin,TX,26,F
9443,9044,5188,Del Valle,TX,32,F
9538,9044,1717,Bufa,TX,34,F
9443,9044,5344,Wimberley,TX,42,F
9572,9045,5108,Austin,TX,49,F
9300,9045,7127,Austin,TX,25,F
9511,9045,2235,San Antonio,TX,53,F
9560,9047,6918,Ft Hood,TX,36,M
9543,9049,2746,Austin,TX,28,F
9545,9050,2747,Austin,TX,51,F
9287,9051,7197,Woodville,WI,20,M
9354,9051,5199,Austin,TX,47,M
9287,9051,7171,Woodville,WI,50,M
9287,9051,7198,Deer Park,TX,22,F
9589,9053,282,Austin,TX,58,F
9567,9054,7363,Killeen,TX,34,M
9494,9054,7272,Austin,TX,26,F
9567,9055,7342,Harker Heights,TX,36,M
9563,9058,2376,Leander,TX,32,F
9577,9060,7021,Austin,TX,66,M
9259,9061,5606,Austin,TX,35,F
9570,9062,4307,Austin,TX,60,M
9562,9063,7137,Round Rock,TX,47,F
9439,9068,1840,Austin,TX,38,F
9192,9068,6106,Harker Heights,TX,63,F
9490,9068,762,Austin,TX,45,F
9490,9068,1081,Austin,TX,54,F
9514,9068,328,Georgetown,TX,32,F
9491,9069,3348,Austin,TX,52,F
9295,9076,4778,Austin,TX,33,F
9567,9078,4992,Vancouver,WA,36,F
9288,9078,5505,Round Rock,TX,27,F
9269,9079,1511,Austin,TX,56,F
9378,9080,3498,Austin,TX,56,M
9475,9081,2460,Belton,TX,64,M
9388,9081,2474,Pflugerville,TX,32,F
9570,9083,7723,Georgetown,TX,46,M
9580,9083,1118,Round Rock,TX,60,F
9837,9084,197,Midland,TX,24,F
9837,9085,2250,New Orleans,LA,25,F
9783,9087,3367,Austin,TX,41,M
9532,9091,1869,Austin,TX,43,F
9559,9095,4873,Liberty Hill,TX,54,F
9470,9095,6701,Austin,TX,20,F
9290,9095,5337,Flint,TX,57,F
9474,9096,2812,Austin,TX,32,F
9451,9098,3569,Austin,TX,21,M
9451,9098,3685,Austin,TX,23,F
9625,9100,1867,Austin,TX,41,F
9621,9101,4265,Lago Vista,TX,50,M
9563,9103,6752,Marion,TX,34,F
9474,9105,1930,Austin,TX,43,M
9316,9105,5013,Austin,TX,46,M
9404,9106,7537,Pflugerville,TX,41,F
9480,9108,6089,Austin,TX,49,F
9313,9109,2408,Cedar Park,TX,25,M
9341,9109,4511,Magnolia,TX,55,M
9341,9110,3090,Austin,TX,34,F
9587,9112,173,Austin,TX,27,F
9381,9114,1909,Austin Tx,TX,36,F
9565,9115,1222,Cedar Park,TX,58,F
9508,9117,3118,Dallas,TX,29,F
9808,9118,1968,Pflugerville,TX,28,F
9439,9120,1585,Austin,TX,29,F
9120,9120,7483,Katy,TX,39,F
9288,9121,2174,San Antonio,TX,48,F
9593,9125,4749,San Antonio,TX,54,F
9593,9125,4372,Cedar Park,TX,35,F
9144,9127,5931,Martindale,TX,55,M
9397,9128,2059,Georgetown,TX,26,F
9401,9131,5374,Driftwood,TX,60,F
9463,9131,6056,Buda,TX,54,M
9507,9132,6361,Elgin,TX,40,M
9499,9133,2167,Minneapolis,MN,65,M
9533,9135,5748,Round Rock,TX,40,F
9291,9135,7252,Greenville,TX,32,M
9332,9136,4142,Austin,TX,37,M
9511,9138,3759,Houston,TX,34,F
9596,9139,2914,Round Rock,TX,41,F
9694,9140,3840,Corona,CA,57,F
9637,9141,1607,San Antonio,TX,39,F
9752,9141,7020,Austin,TX,49,F
9637,9141,3211,San Antonio,TX,40,F
9637,9142,1311,San Antonio,TX,47,F
9404,9142,3594,Georgetown,TX,51,F
9489,9143,4420,Austin,TX,58,F
9446,9144,1747,Austin,TX,28,F
9610,9145,3623,San Antonio,TX,24,F
9506,9147,39,Cedar Park,TX,39,M
9264,9152,1260,Austin,TX,59,F
9630,9153,4549,Austin,TX,31,F
9504,9161,998,Austin,TX,33,F
9240,9162,459,Leander,TX,18,M
9622,9162,2880,Austin,TX,41,M
9435,9164,7405,Cedar Park,TX,42,F
9497,9166,2508,Boerne,TX,50,F
9361,9166,3956,Elizabethtown,KY,46,F
9609,9167,710,Cedar Park,TX,38,F
9497,9168,2506,Boerne,TX,58,M
9450,9170,3095,Lampasas,TX,38,F
9549,9170,7399,Austin,TX,56,F
9450,9171,3096,Burnet,TX,35,F
9667,9179,1854,Round Rock,TX,41,F
9496,9180,2748,Austin,TX,35,F
9667,9180,1847,Hutto,TX,30,F
9583,9180,3320,Pflugerville,TX,45,M
9476,9185,5688,Round Rock,TX,44,F
9383,9185,5927,Austin,TX,48,F
9484,9188,4500,Katy,TX,59,M
9479,9189,1630,San Antonio,TX,41,F
9636,9190,4030,Austin,TX,40,F
9424,9194,238,Austin,TX,29,F
9538,9194,2915,Austin,TX,40,F
9522,9195,4458,Selma,TX,30,F
9619,9195,101,Austin,TX,33,M
9427,9196,1892,Round Rock,TX,56,F
9673,9196,1075,Austin,TX,33,M
9449,9197,1215,Austin,TX,46,F
9617,9201,4821,Georgetown,TX,41,F
9444,9202,6731,Austin,TX,55,F
9612,9203,7102,Georgetown,TX,28,M
9385,9203,4284,Austin,TX,31,F
9424,9204,2316,Leander,TX,32,F
9412,9208,1955,Midland,TX,56,M
9656,9209,1910,San Antonio,TX,57,F
9656,9209,1911,San Antonio,TX,60,F
9474,9219,4915,Round Rock,TX,32,M
9372,9221,1827,Austin,TX,23,F
9851,9221,4825,Austin,TX,25,F
9371,9221,1786,Austin,TX,51,M
9546,9222,7421,Austin,TX,48,F
9474,9225,4905,Bettendorf,IA,41,M
9728,9228,5427,Austin,TX,31,F
9445,9228,3210,Austin,TX,46,F
9333,9230,898,Elgin,TX,41,F
9620,9230,7299,Oklahoma City,OK,23,F
9729,9230,5210,Austin,TX,32,F
9729,9231,5211,Austin,TX,29,M
9582,9231,965,Cedar Park,TX,44,M
9721,9232,4410,Allen,TX,55,F
9585,9233,2955,Cedar Park,TX,41,F
9691,9235,3994,Austin,TX,60,F
9708,9235,411,San Antonio,TX,41,F
9669,9235,5144,Austin,TX,43,M
9662,9243,48,Austin,TX,43,F
9543,9245,6252,Leander,TX,48,F
9542,9245,3964,Austin,TX,41,F
9727,9246,4461,Austin,TX,44,F
9524,9247,3501,Austin,TX,35,F
9642,9248,2308,Round Rock,TX,57,F
9642,9249,5977,Round Rock,TX,47,F
9542,9250,4418,Austin,TX,39,F
9541,9250,5435,Austin,TX,38,F
9688,9253,601,Cedar Park,TX,44,F
9802,9254,7022,Georgetown,TX,48,F
9693,9255,3474,Austin,TX,34,F
9694,9256,3476,Austin,TX,35,F
9517,9266,4518,Austin,TX,41,F
9320,9266,6650,Austin,TX,34,F
9600,9267,6910,Austin,TX,50,F
9790,9274,2420,Driftwood,TX,57,M
9408,9274,2272,Austin,TX,52,F
9814,9275,2324,Pflugerville,TX,35,F
9682,9280,4617,Leander,TX,56,F
9682,9280,4612,Leander,TX,56,F
9628,9280,5468,Austin,TX,46,F
9638,9281,6721,Cedar Park,TX,36,F
9738,9284,7627,Sedalia,CO,65,M
9928,9285,1865,Austin,TX,59,F
9756,9286,668,Cedar Park,TX,63,M
9726,9286,3181,San Angelo,TX,53,M
9817,9286,6127,Dallas,TX,53,F
9762,9286,6854,Austin,TX,60,M
9605,9289,2976,Belton,TX,41,F
9584,9289,5117,San Antonio,TX,75,M
9621,9292,6025,Hutto,TX,61,M
9636,9294,982,Kingsland,TX,62,M
9636,9294,1389,Kingsland,TX,60,F
9714,9295,5527,Universal City,TX,32,F
9477,9297,3671,San Antonio,TX,49,M
9456,9302,6427,Humble,TX,62,F
9941,9302,2471,Austin,TX,47,M
9780,9303,2828,Appleton,WI,42,F
9574,9305,2066,Austin,TX,26,M
9776,9308,7052,Georgetown,TX,23,F
9821,9309,7229,Fort Hood,TX,31,M
9762,9310,7297,Lakeway,TX,47,M
9718,9311,4593,Plano,TX,61,F
9717,9311,4425,Dallas,TX,60,F
9538,9312,2639,Leander,TX,37,F
9765,9312,454,Lakeway,TX,46,F
9764,9319,985,Austin,TX,48,M
9633,9319,3791,Haskell,OK,46,F
9715,9319,4389,Bloomington,IN,23,F
9740,9321,45,Austin,TX,47,F
9694,9325,1431,Fort Hood,TX,43,F
9714,9327,2921,Pflugerville,TX,36,F
9722,9327,3427,Austin,TX,25,F
9799,9330,5083,Austin,TX,26,F
9805,9334,6316,Austin,TX,42,M
9917,9336,3443,Georgetown,TX,49,M
9909,9336,554,Denton,TX,54,M
9972,9337,5885,Cedar Park,CA,36,F
9971,9337,5892,Pflugerville,TX,43,F
9971,9337,5886,Cedar Park,TX,36,M
9908,9339,555,Denton,TX,19,M
9701,9341,1748,Austin,TX,28,F
9344,9344,2400,Leander,TX,47,M
9654,9345,7349,Austin,TX,31,F
9546,9345,6084,Arlington,TX,54,F
9614,9345,1905,Round Rock,TX,39,F
9654,9345,6840,Manchaca,TX,35,F
9838,9345,892,Austin,TX,50,F
9722,9346,3046,Cedar Park,TX,37,F
9654,9346,6826,Austin,TX,43,F
9462,9348,1131,Pflugerville,TX,25,F
9850,9348,5524,Cedar Park,TX,41,M
9610,9353,6665,Cedar Park,TX,40,F
9772,9353,3507,Austin,TX,47,F
9885,9357,3376,Austin,TX,47,F
9698,9357,6437,Round Rock,TX,41,M
9751,9362,1240,Austin,TX,61,M
9710,9363,6253,Llano,TX,26,F
9607,9369,6517,Fredericksburg,TX,31,M
9464,9372,4501,Georgetown,TX,27,M
9998,9373,6134,Austin,TX,48,F
9606,9374,2404,Austin,TX,32,F
9766,9374,5421,Jackson,TN,22,F
9764,9377,3418,Pflugerville,TX,35,F
9619,9380,6195,Austin,TX,30,M
9878,9381,4339,Austin,TX,42,M
9779,9383,2314,Austin,TX,54,M
9778,9384,7427,Austin,TX,44,M
9464,9385,453,Pflugerville,TX,16,M
9567,9387,1314,San Antonio,TX,51,M
9743,9388,4677,Washington,DC,27,F
9890,9390,2525,Austin,TX,24,F
9822,9390,2355,Cedar Park,TX,41,F
9647,9390,279,Austin,TX,35,F
9615,9393,2326,Austin,TX,67,M
9853,9393,7544,Austin,TX,38,M
10190,9397,7326,Pflugerville,TX,32,F
9724,9398,3642,Round Rock,TX,51,F
9632,9399,4321,Austin,TX,40,F
9632,9400,4322,Austin,TX,41,F
10131,9400,4816,Austin,TX,59,F
9819,9401,7220,Randolph,NJ,40,M
9970,9403,7106,Austin,TX,32,F
9970,9403,7091,Austin,TX,33,M
9511,9404,6226,Mckinney,TX,55,F
9879,9404,343,Verona,WI,34,F
9851,9406,390,Austin,TX,46,F
9519,9407,7450,Austin,TX,55,F
9931,9409,2545,Austin,TX,54,F
9738,9413,1569,Cedar Park,TX,46,F
9793,9413,3682,Leander,TX,36,F
9809,9414,3451,Englewood,CO,59,F
9841,9415,2629,Rockwall,TX,35,F
9791,9418,405,Austin,TX,40,F
9830,9423,4417,North Richland Hills,TX,54,F
9913,9433,537,Austin,TX,50,F
9436,9436,2200,Austin,TX,45,F
9611,9436,6934,Austin,TX,42,M
9854,9437,6606,Pflugerville,TX,38,F
9826,9438,5556,Austin,TX,34,M
9768,9444,951,Austin,TX,42,M
9684,9446,6516,Fredericksbrg,TX,34,F
9873,9447,5183,Austin,TX,30,F
9645,9448,4357,Rineyville,KY,45,F
9664,9449,4553,Pflugerville,TX,46,M
9781,9452,6951,Austin,TX,42,M
9751,9455,6452,Austin,TX,54,M
9847,9458,6364,Huntsville,TX,54,F
9975,9461,2464,Austin,TX,27,F
9951,9461,3637,Georgetown,TX,61,F
9635,9462,5943,Buda,TX,35,F
9840,9462,6971,Cedar Park,TX,29,F
9734,9466,5617,San Antonio,TX,49,F
9735,9466,5928,San Antonio,TX,75,M
9868,9467,2306,Austin,TX,55,F
9615,9472,1381,Kyle,TX,41,F
10150,9473,5224,Kyle,TX,47,F
9958,9474,6040,Round Rock,TX,27,F
10181,9477,7664,Lakeway,TX,58,F
9918,9478,3719,Pensacola,FL,27,F
9949,9479,653,Austin,TX,44,F
10071,9479,3297,Austin,TX,56,F
9820,9479,2830,Austin,TX,33,F
9834,9480,3694,Hutto,TX,57,M
9946,9484,1632,Austin,TX,45,F
9706,9484,5420,Austin,TX,39,F
9719,9484,1938,Round Rock,TX,40,M
9676,9487,1500,Austin,TX,45,F
9676,9488,1037,Spicewood,TX,53,M
9841,9492,5380,Houston,TX,27,F
9841,9492,5381,Houston,TX,28,M
10020,9496,6834,Austin,TX,48,F
9821,9496,622,Cedar Park,TX,36,F
10020,9497,6724,Dripping Springs,TX,43,F
10020,9497,5636,Austin,TX,43,F
9578,9498,5958,Austin,TX,77,M
9975,9499,6347,Austin,TX,50,M
9787,9500,463,Buda,TX,56,M
10074,9502,2512,Round Rock,TX,43,M
9843,9502,6960,Spring Branch,TX,45,F
10075,9502,2511,Round Rock,TX,43,M
9721,9503,2580,Frisco,TX,48,F
10077,9504,2605,Dripping Springs,TX,59,F
9875,9505,661,Austin,TX,42,F
9919,9507,1355,Austin,TX,51,F
9882,9507,2409,Liberty Hill,TX,37,F
9869,9512,3664,Pflugerville,TX,61,F
9855,9512,5469,Austin,TX,32,M
9736,9514,344,Austin,TX,30,F
10016,9514,1100,Austin,TX,42,M
9716,9519,6145,Liberty Hill,TX,33,F
9985,9519,4542,Austin,TX,37,F
9713,9521,1754,Buda,TX,48,F
9982,9522,5168,Austin,TX,34,F
9909,9523,920,Manor,TX,39,F
9832,9523,422,Austin,TX,20,F
9781,9525,6014,Austin,TX,42,M
9977,9527,5504,Bulverde,TX,44,F
9809,9529,424,Lakeside,TX,17,F
9683,9531,4438,Houston,TX,29,F
9818,9538,423,Waco,TX,20,F
9864,9542,3586,Pflugerville,TX,40,F
9955,9542,5112,Round Rock Tx,TX,66,M
10080,9543,3166,Austin,TX,48,M
10081,9543,3165,Austin,TX,35,F
9893,9545,1447,Austin,TX,63,M
9915,9548,3365,Austin,TX,43,M
9886,9548,3517,Hutto,TX,48,F
9908,9549,3426,Bracketville,TX,48,F
9908,9549,3658,New York City,NY,20,F
9809,9550,2153,San Antonio,TX,25,F
10144,9551,4250,Austin,TX,65,F
10144,9551,287,Austin,TX,59,F
9637,9554,6070,Austin,TX,59,F
9927,9559,326,Cedar Park,TX,55,F
9907,9559,7036,Austin,TX,47,F
9907,9561,7002,Austin,TX,42,M
9919,9561,6956,Georgetown,TX,35,F
10383,9565,240,Pflugerville,TX,37,F
9919,9567,6176,Austin,TX,37,F
9822,9575,110,Austin,TX,36,M
9927,9581,2249,Austin,TX,43,M
10026,9584,2135,Round Rock,TX,48,M
10026,9584,2136,Round Rock,TX,43,F
10088,9588,1886,Austin,TX,46,F
10192,9589,3107,Austin,TX,26,F
10038,9589,5365,San Antonio,TX,49,F
10192,9589,7168,Austin,TX,36,M
9870,9592,5700,Austin,TX,27,F
10052,9592,5225,Selma,TX,34,F
9868,9593,6126,Tuttle,OK,50,M
10109,9595,4683,Leander,TX,31,F
10190,9595,4168,Austin,TX,29,F
9817,9597,309,Cedar Park,TX,48,F
10036,9599,6540,Austin,TX,42,F
9966,9600,4046,Austin,NJ,17,F
10093,9602,2788,Austin,TX,30,F
9732,9602,3319,Charleston,WV,65,M
9861,9603,2845,Austin,TX,47,F
10393,9604,6171,Round Rock,TX,54,F
10042,9604,947,Austin,TX,32,F
9957,9605,6172,Austin,TX,33,F
9816,9605,5049,Round Rock,TX,33,F
9946,9607,7434,Spicewood,TX,31,F
9946,9609,3192,Sunrise Beach,TX,35,F
10084,9612,4187,Austin,TX,30,M
10449,9613,7117,Hurst,TX,57,M
9934,9614,3811,Austin,TX,40,F
10402,9615,6896,Round Rock,TX,72,F
9934,9615,5377,Austin,TX,38,F
9864,9618,4765,Woodbury,MN,50,F
10091,9620,5299,Austin,TX,42,M
9834,9624,2256,San Antonio,TX,63,M
9691,9624,2960,Austin,TX,26,M
10208,9625,7496,Austin,TX,53,F
10298,9626,6114,Cedar Park,TX,39,F
10077,9627,6853,Round Rock,TX,36,F
10058,9628,6601,The Woodlands,TX,37,F
10039,9628,2723,Austin,TX,38,F
10058,9629,265,Austin,TX,24,M
10027,9634,4637,San Antonio,TX,39,M
10362,9635,1104,Cedar Park,TX,63,M
10361,9636,2634,New York,NY,32,M
9965,9642,4510,Housatonic,MA,41,F
9859,9646,6077,Manor,TX,46,F
9940,9647,5091,Austin,TX,37,M
9850,9648,7423,Flower Mound,TX,53,M
10127,9649,1960,Cedar Park,TX,61,F
10025,9657,873,Austin,TX,56,F
10038,9657,546,Austin,TX,35,F
10172,9660,1123,Marble Falls,TX,69,M
9973,9660,1228,Austin,TX,52,M
9891,9662,2233,Austin,TX,46,F
10097,9665,5303,Leander,TX,40,M
10054,9665,5474,Austin,TX,71,F
10064,9666,6405,Nunda,NY,29,F
10098,9667,1461,Leander,TX,38,F
9955,9668,7219,Austin,TX,46,M
9869,9668,3677,San Antonio,TX,43,F
10182,9671,1635,Cedar Park,TX,40,M
9975,9672,603,San Antonio,TX,46,F
9957,9673,4779,Austin,TX,29,F
9674,9674,1077,Austin,TX,32,F
10186,9674,7374,Austin,TX,34,F
10240,9681,5100,Houston,TX,54,F
9877,9682,1226,Cedar Park,TX,53,F
9876,9682,1463,Round Rock,TX,45,F
10040,9683,6888,Round Rock,TX,49,F
10107,9694,5661,Austin,TX,36,F
10271,9697,1148,Houston,TX,34,F
9910,9697,403,Round Rock,TX,48,F
10060,9698,559,Round Rock,TX,30,M
10091,9698,7464,Austin,TX,40,F
9991,9699,2055,Cedar Park,TX,48,F
10411,9700,6546,Austin,TX,40,F
10094,9700,4786,Round Rock,TX,46,F
10412,9702,7666,Austin,TX,28,M
10190,9704,5043,Leander,TX,35,F
9828,9706,3071,Nolanville,TX,55,M
10190,9711,4407,Round Rock,TX,46,F
10090,9717,3514,Arlington,TX,39,F
10217,9717,2495,Austin,TX,26,F
10091,9719,7191,Austin,TX,48,F
10163,9719,1435,Euless,TX,33,F
9999,9721,1053,San Antonio,TX,48,M
10188,9724,662,Austin,TX,45,F
9868,9727,7580,Ochelata,OK,58,M
10170,9730,4981,Waco,TX,34,F
10170,9730,4975,Waco,TX,37,F
10053,9737,7180,Georgetown,TX,51,M
10052,9737,7181,Georgetown,TX,51,F
10053,9741,6417,Leander,TX,34,F
10209,9742,2966,Austin,TX,37,F
10141,9744,4235,Austin,TX,56,M
10189,9745,7643,Florence,TX,38,F
10081,9747,7026,San Antonio,TX,43,M
10081,9749,6758,San Antonio,TX,41,F
10244,9750,5030,Austin,TX,27,M
10042,9753,1454,Austin,TX,45,F
10160,9754,3598,Austin,TX,32,F
10244,9758,3477,Austin,TX,53,M
10055,9764,2680,Austin,TX,50,F
10055,9765,2517,Austin,TX,53,F
10238,9765,412,San Antonio,TX,45,F
10093,9767,5315,Austin,TX,24,F
10034,9770,5452,Austin,TX,42,F
10295,9771,4195,Pflugerville,TX,43,F
10294,9772,1005,Pflugerville,TX,43,F
10182,9775,2082,Austin,TX,38,F
9994,9776,1245,Austin,TX,62,F
10182,9776,4093,Austin,TX,41,F
10039,9777,3646,Keller,TX,53,F
10079,9778,5918,San Antonio,TX,33,M
9981,9780,3736,Austin,TX,31,F
10107,9788,327,Cedar Park,TX,57,M
10116,9789,5310,Austin,TX,26,F
10116,9790,6806,Austin,TX,34,F
10131,9791,3723,Harker Heights,TX,35,M
10300,9793,1733,Austin,TX,53,M
9989,9794,7718,Austin,TX,44,F
10022,9794,4703,Bloomfield Hills,MI,53,F
9943,9795,2730,Austin,TX,29,F
9943,9796,2725,Round Rock,TX,33,F
9912,9798,5267,Round Rock,TX,47,F
10110,9800,1732,Round Rock,TX,44,F
10111,9800,6185,Cedar Park,TX,40,F
10111,9801,308,Cedar Park,TX,32,F
10319,9802,1466,Austin,TX,46,F
10280,9804,2826,Clovis,NM,42,F
10279,9808,410,San Antonio Tx,TX,46,F
10190,9809,7339,Austin,TX,54,F
9942,9813,1299,Austin,TX,64,M
10134,9815,5537,Austin,TX,27,F
10331,9817,4136,Austin,TX,48,F
10445,9819,4424,Lakewood,CO,45,F
10312,9821,3457,El Campo,TX,39,F
10308,9825,1814,Austin,TX,52,F
10308,9826,1820,Austin,TX,48,F
10342,9828,3701,Wimberley,TX,58,F
10163,9832,430,Austin,TX,23,F
10215,9837,5595,Austin,TX,38,F
10130,9837,3766,Pflugerville,TX,48,F
10131,9838,4310,Buda,TX,49,M
10256,9840,1423,Tallahassee,FL,65,F
10256,9841,2065,Tallahassee,FL,60,F
10377,9843,1750,Austin,TX,52,F
10323,9845,5037,Marble Falls,TX,34,F
10316,9846,1229,Austin,TX,40,F
10267,9847,5539,San Antonio,TX,39,F
10306,9848,73,Austin,TX,55,F
10533,9849,6979,Leander,TX,40,F
10306,9849,1631,Austin,TX,43,M
10285,9850,7697,Austin,TX,47,M
10077,9850,1625,Cedarpark,TX,49,F
10259,9852,938,Round Rock,TX,62,M
10170,9857,1130,Austin,TX,65,F
10317,9858,61,Austin,TX,46,M
10190,9859,7470,Austin,TX,41,F
10327,9870,3456,Austin,TX,60,M
10261,9871,7024,Pflugerville,TX,45,F
10240,9873,1168,Austin,TX,56,M
10107,9874,5915,Austin,TX,69,M
10240,9874,1178,Austin,TX,55,F
10070,9877,3858,Centerville,LA,39,F
10369,9879,3318,Austin,TX,46,F
10168,9880,6569,Austin,TX,55,F
10150,9881,99,Buda,TX,57,F
10386,9882,5056,Rocklin,CA,39,F
10133,9884,2873,Round Rock,TX,44,F
10132,9884,2785,Cedar Park,TX,40,F
10371,9890,3178,Austin,TX,48,F
10338,9890,774,Austin,TX,42,F
10347,9890,6592,Austin,TX,24,F
10469,9893,7348,Austin,TX,68,M
10211,9895,6941,Austin,TX,31,F
10131,9896,2084,Arlington,TX,55,F
10130,9896,2083,Fort Worth,TX,49,F
10268,9896,2660,Altamonte Springs,FL,60,F
9971,9897,2939,Colorado City,TX,42,F
10340,9900,7553,Austin,TX,42,M
10403,9906,1406,Round Rock,TX,55,F
10418,9906,3559,Austin,TX,55,M
10115,9909,4072,San Marcos,TX,44,F
10178,9909,872,Harlingen,TX,60,M
10178,9910,1129,Dripping Springs,TX,45,F
10180,9913,3538,Round Rock,TX,58,F
10306,9915,6076,Leander,TX,20,F
10437,9918,785,Austin,TX,39,F
10301,9918,5292,Clifton,TX,39,M
10484,9925,3963,Pflugerville,TX,31,F
10279,9928,1068,Austin,TX,49,F
10249,9933,5922,Georgetown,TX,67,F
10272,9933,369,Austin,TX,29,F
10271,9933,7317,Austin,TX,35,M
10430,9936,5603,Round Rock,TX,36,F
10413,9937,2389,Austin,TX,24,F
10452,9939,7510,Austin,TX,45,F
10297,9939,5242,Austin,TX,46,M
10329,9940,2944,Round Rock,TX,38,F
10346,9941,543,Austin,TX,30,F
10242,9941,6893,Cedar Park,TX,41,F
10338,9946,5724,Kyle,TX,29,F
10234,9949,447,Houston,TX,16,F
10258,9955,659,Leander,TX,39,M
10004,9957,3530,Austin,TX,40,F
10382,9957,47,Round Rock,TX,59,M
10029,9959,3406,Austin,TX,52,M
10269,9963,1236,Schertz,TX,48,F
10451,9965,3025,Austin,TX,40,F
10439,9965,1165,Salado,TX,45,F
10243,9968,6505,Miami,FL,29,M
10143,9970,2189,Austin,TX,43,F
10292,9970,7156,Cedar Park,TX,35,M
10552,9972,6491,Austin,TX,35,F
10192,9974,1680,Austin,TX,52,F
10471,9976,2687,Kingwood,TX,55,F
10338,9978,1429,Austin,TX,40,F
10204,9980,2462,Georgetown,TX,50,F
10204,9981,3201,Austin,TX,49,F
10425,9982,1912,Leander,TX,40,F
10425,9984,1914,Austin,TX,36,F
10485,9985,5866,Leander,TX,49,F
10337,9987,2288,Pflugerville,TX,40,F
10208,9991,6100,Pflugerville,TX,36,F
10273,9991,5063,Hendersonville,NC,36,F
10028,9991,2225,Austin,TX,44,M
10501,9993,1186,Austin,TX,40,F
